image_path,filename,split,label,label_idx
C:\Users\Letic\Downloads\NEU-CLS\Pa_90.bmp,Pa_90.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_96.bmp,Pa_96.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_115.bmp,In_115.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_52.bmp,In_52.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_251.bmp,PS_251.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_35.bmp,RS_35.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_190.bmp,In_190.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_182.bmp,In_182.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_189.bmp,Pa_189.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_111.bmp,RS_111.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_207.bmp,Cr_207.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_259.bmp,Pa_259.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_49.bmp,Sc_49.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_76.bmp,In_76.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_53.bmp,Pa_53.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_129.bmp,RS_129.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_49.bmp,RS_49.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_114.bmp,Sc_114.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Pa_210.bmp,Pa_210.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_71.bmp,Pa_71.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Cr_30.bmp,Cr_30.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_296.bmp,Sc_296.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_113.bmp,Sc_113.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_231.bmp,PS_231.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_146.bmp,In_146.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_179.bmp,RS_179.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_114.bmp,PS_114.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\PS_230.bmp,PS_230.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\PS_180.bmp,PS_180.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_109.bmp,Cr_109.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\In_225.bmp,In_225.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_279.bmp,In_279.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_38.bmp,PS_38.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_25.bmp,RS_25.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_239.bmp,Cr_239.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_37.bmp,Cr_37.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_167.bmp,Pa_167.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_72.bmp,Pa_72.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_282.bmp,PS_282.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_268.bmp,Sc_268.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_203.bmp,Sc_203.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_206.bmp,In_206.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_57.bmp,Cr_57.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_211.bmp,Cr_211.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_253.bmp,Cr_253.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_75.bmp,Cr_75.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_198.bmp,Sc_198.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_14.bmp,RS_14.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_6.bmp,RS_6.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_81.bmp,RS_81.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_281.bmp,RS_281.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_275.bmp,PS_275.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_288.bmp,In_288.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_197.bmp,Sc_197.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Pa_274.bmp,Pa_274.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_235.bmp,RS_235.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Pa_246.bmp,Pa_246.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_288.bmp,RS_288.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_71.bmp,PS_71.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_22.bmp,Sc_22.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_92.bmp,In_92.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_227.bmp,Pa_227.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_44.bmp,Pa_44.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_144.bmp,PS_144.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_68.bmp,RS_68.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_20.bmp,In_20.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_8.bmp,PS_8.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_143.bmp,Pa_143.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_263.bmp,Sc_263.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_247.bmp,In_247.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_14.bmp,Cr_14.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_167.bmp,Cr_167.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_235.bmp,Pa_235.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_247.bmp,PS_247.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_147.bmp,Pa_147.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_262.bmp,In_262.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_299.bmp,PS_299.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\PS_115.bmp,PS_115.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_154.bmp,In_154.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_96.bmp,Cr_96.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_222.bmp,Pa_222.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_149.bmp,PS_149.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_149.bmp,Pa_149.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_22.bmp,RS_22.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_29.bmp,RS_29.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_209.bmp,RS_209.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_52.bmp,Cr_52.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_40.bmp,Pa_40.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_211.bmp,PS_211.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_238.bmp,Pa_238.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_202.bmp,Pa_202.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_282.bmp,Sc_282.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Cr_281.bmp,Cr_281.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_115.bmp,Sc_115.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Pa_3.bmp,Pa_3.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_87.bmp,RS_87.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_164.bmp,RS_164.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_95.bmp,In_95.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_26.bmp,In_26.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_28.bmp,In_28.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_291.bmp,PS_291.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_91.bmp,Pa_91.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_158.bmp,Pa_158.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_244.bmp,In_244.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_156.bmp,Pa_156.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_186.bmp,PS_186.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_241.bmp,Cr_241.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_125.bmp,Sc_125.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_233.bmp,RS_233.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_64.bmp,Cr_64.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\RS_260.bmp,RS_260.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_81.bmp,In_81.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_174.bmp,Sc_174.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Cr_160.bmp,Cr_160.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_175.bmp,Cr_175.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_160.bmp,Pa_160.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_104.bmp,Pa_104.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Cr_283.bmp,Cr_283.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_87.bmp,PS_87.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_224.bmp,In_224.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_185.bmp,Sc_185.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_251.bmp,RS_251.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_271.bmp,Sc_271.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_159.bmp,PS_159.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_117.bmp,RS_117.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Pa_10.bmp,Pa_10.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_70.bmp,PS_70.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_26.bmp,RS_26.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_62.bmp,PS_62.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_150.bmp,RS_150.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_167.bmp,Sc_167.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_17.bmp,PS_17.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_37.bmp,In_37.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_286.bmp,Pa_286.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_267.bmp,RS_267.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_234.bmp,Sc_234.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Pa_125.bmp,Pa_125.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_95.bmp,PS_95.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_210.bmp,Cr_210.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_199.bmp,Sc_199.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Cr_267.bmp,Cr_267.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_111.bmp,Sc_111.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Cr_32.bmp,Cr_32.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\RS_102.bmp,RS_102.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_277.bmp,Cr_277.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_181.bmp,PS_181.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_299.bmp,In_299.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_131.bmp,Pa_131.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_195.bmp,RS_195.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_112.bmp,PS_112.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_230.bmp,Cr_230.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\RS_83.bmp,RS_83.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Pa_178.bmp,Pa_178.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_123.bmp,RS_123.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_289.bmp,In_289.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_215.bmp,RS_215.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_26.bmp,Cr_26.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_108.bmp,Cr_108.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Cr_176.bmp,Cr_176.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\In_209.bmp,In_209.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_274.bmp,In_274.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_214.bmp,Pa_214.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_63.bmp,In_63.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_102.bmp,Cr_102.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_84.bmp,PS_84.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_210.bmp,RS_210.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_65.bmp,PS_65.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\PS_118.bmp,PS_118.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_55.bmp,In_55.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_261.bmp,RS_261.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_121.bmp,Sc_121.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_46.bmp,Sc_46.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_222.bmp,Sc_222.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_67.bmp,RS_67.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_255.bmp,Cr_255.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_43.bmp,Pa_43.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_50.bmp,Sc_50.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_61.bmp,In_61.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_287.bmp,Cr_287.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_224.bmp,Pa_224.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_45.bmp,Pa_45.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_241.bmp,PS_241.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_169.bmp,Cr_169.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\RS_17.bmp,RS_17.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_70.bmp,In_70.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_210.bmp,PS_210.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_48.bmp,Sc_48.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_267.bmp,In_267.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_132.bmp,Cr_132.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\In_138.bmp,In_138.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_130.bmp,Sc_130.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_232.bmp,Sc_232.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_263.bmp,PS_263.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_193.bmp,RS_193.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_29.bmp,In_29.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_293.bmp,PS_293.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_42.bmp,Pa_42.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Cr_234.bmp,Cr_234.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_191.bmp,PS_191.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_8.bmp,RS_8.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_145.bmp,PS_145.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_3.bmp,Cr_3.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_168.bmp,Pa_168.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_287.bmp,PS_287.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_93.bmp,Sc_93.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_12.bmp,In_12.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_135.bmp,Sc_135.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_246.bmp,Sc_246.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_21.bmp,PS_21.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_142.bmp,Sc_142.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_266.bmp,PS_266.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_249.bmp,Pa_249.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_35.bmp,PS_35.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_157.bmp,RS_157.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_232.bmp,PS_232.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_269.bmp,Pa_269.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_64.bmp,Pa_64.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_129.bmp,Sc_129.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_280.bmp,PS_280.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_299.bmp,Cr_299.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_4.bmp,PS_4.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_256.bmp,Pa_256.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_140.bmp,In_140.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_82.bmp,RS_82.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_183.bmp,RS_183.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_172.bmp,In_172.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_91.bmp,RS_91.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_45.bmp,In_45.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Sc_164.bmp,Sc_164.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_178.bmp,In_178.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_250.bmp,RS_250.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_12.bmp,Sc_12.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Cr_91.bmp,Cr_91.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_277.bmp,Pa_277.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_265.bmp,In_265.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_62.bmp,In_62.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_136.bmp,In_136.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Pa_245.bmp,Pa_245.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_153.bmp,PS_153.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_286.bmp,Sc_286.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_21.bmp,RS_21.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\In_51.bmp,In_51.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_143.bmp,PS_143.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\RS_54.bmp,RS_54.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_41.bmp,Cr_41.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\RS_113.bmp,RS_113.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\RS_255.bmp,RS_255.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Pa_110.bmp,Pa_110.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_206.bmp,Pa_206.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_288.bmp,Sc_288.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_269.bmp,Sc_269.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_157.bmp,Sc_157.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_156.bmp,Sc_156.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Pa_217.bmp,Pa_217.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_157.bmp,Pa_157.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_278.bmp,Pa_278.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Pa_251.bmp,Pa_251.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\RS_296.bmp,RS_296.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Sc_14.bmp,Sc_14.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_135.bmp,In_135.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_186.bmp,Cr_186.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\PS_75.bmp,PS_75.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Pa_32.bmp,Pa_32.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\In_189.bmp,In_189.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\RS_64.bmp,RS_64.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\Cr_288.bmp,Cr_288.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_230.bmp,Pa_230.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\Sc_172.bmp,Sc_172.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_282.bmp,RS_282.bmp,train,RS,4
C:\Users\Letic\Downloads\NEU-CLS\PS_124.bmp,PS_124.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Sc_160.bmp,Sc_160.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\Sc_79.bmp,Sc_79.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\In_241.bmp,In_241.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\In_123.bmp,In_123.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\Cr_193.bmp,Cr_193.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_294.bmp,Sc_294.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\PS_248.bmp,PS_248.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_152.bmp,Cr_152.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Pa_97.bmp,Pa_97.bmp,train,Pa,2
C:\Users\Letic\Downloads\NEU-CLS\PS_177.bmp,PS_177.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\In_264.bmp,In_264.bmp,train,In,1
C:\Users\Letic\Downloads\NEU-CLS\PS_197.bmp,PS_197.bmp,train,PS,3
C:\Users\Letic\Downloads\NEU-CLS\Cr_293.bmp,Cr_293.bmp,train,Cr,0
C:\Users\Letic\Downloads\NEU-CLS\Sc_275.bmp,Sc_275.bmp,train,Sc,5
C:\Users\Letic\Downloads\NEU-CLS\RS_160.bmp,RS_160.bmp,train,RS,4
